"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Lomandra acicularis","ALA_Lomandra_acicularis","Lomandra acicularis",,,,"P2","Priority 2: Poorly-known species"
"Decaisnina signata subsp. cardiophylla","http://id.biodiversity.org.au/node/apni/2908021","Decaisnina signata subsp. cardiophylla","Loranthaceae",,,"P1","Priority 1: Poorly-known species"
"Hibiscus marenitensis","http://id.biodiversity.org.au/node/apni/2904211","Hibiscus marenitensis","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Banksia sp. Boyup Brook (L.W. Sage LWS 2366)","ALA_Banksia_sp_Boyup_Brook_L_W_Sage_LWS_2366","Banksia sp. Boyup Brook (L.W. Sage LWS 2366)",,,,"P1","Priority 1: Poorly-known species"
"Aphyllodium beardii","http://id.biodiversity.org.au/name/apni/4911449","Aphyllodium beardii",,,,"P1","Priority 1: Poorly-known species"
"Jacksonia calycina","http://id.biodiversity.org.au/node/apni/2889936","Jacksonia calycina","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eremophila rigida","http://id.biodiversity.org.au/node/apni/2904064","Eremophila rigida","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Banksia horrida","http://id.biodiversity.org.au/node/apni/2908408","Banksia horrida","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Macarthuria keigheryi","http://id.biodiversity.org.au/node/apni/2917259","Macarthuria keigheryi","Limeaceae",,,"EN","Endangered"
"Verticordia brevifolia subsp. stirlingensis","http://id.biodiversity.org.au/node/apni/2912736","Verticordia brevifolia subsp. stirlingensis","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Banksia subpinnatifida var. imberbis","http://id.biodiversity.org.au/node/apni/2898894","Banksia subpinnatifida var. imberbis","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Caladenia swartsiorum","http://id.biodiversity.org.au/name/apni/3921259","Caladenia swartsiorum",,,,"P1","Priority 1: Poorly-known species"
"Stylidium inversiflorum","http://id.biodiversity.org.au/node/apni/2912100","Stylidium inversiflorum","Stylidiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Atriplex eremitis","http://id.biodiversity.org.au/node/apni/2917671","Atriplex eremitis","Chenopodiaceae",,,"P1","Priority 1: Poorly-known species"
"Jacksonia dendrospinosa","http://id.biodiversity.org.au/node/apni/2896464","Jacksonia dendrospinosa","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Caladenia drakeoides","http://id.biodiversity.org.au/node/apni/2889254","Caladenia drakeoides","Orchidaceae",,,"CR","Critically endangered"
"Beaufortia purpurea","http://id.biodiversity.org.au/node/apni/2894514","Beaufortia purpurea","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia capillaris","http://id.biodiversity.org.au/node/apni/2912932","Verticordia capillaris","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Ptilotus blackii","http://id.biodiversity.org.au/node/apni/2899672","Ptilotus blackii","Amaranthaceae",,,"P3","Priority 3: Poorly-known species"
"Macropus irma","urn:lsid:biodiversity.org.au:afd.taxon:96d62251-008e-4305-847d-024316af8733","Notamacropus irma","Macropodidae",,"Western Brush Wallaby","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Actinostachys digitata","http://id.biodiversity.org.au/node/apni/2914605","Actinostachys digitata","Schizaeaceae",,,"P2","Priority 2: Poorly-known species"
"Phalaropus fulicarius (Phalaropus fulicaria)","NZOR-4-52725","Phalaropus fulicarius","Scolopacidae",,"red phalarope, grey phalarope","IA","Migratory birds protected under international agreement"
"Verreauxia verreauxii","http://id.biodiversity.org.au/node/apni/2917346","Verreauxia verreauxii","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Acacia isoneura subsp. nimia","http://id.biodiversity.org.au/node/apni/2908857","Acacia isoneura subsp. nimia","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia sclerosperma subsp. glaucescens","http://id.biodiversity.org.au/node/apni/2889948","Acacia sclerosperma subsp. glaucescens","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Lepidosperma rostratum","http://id.biodiversity.org.au/node/apni/2915434","Lepidosperma rostratum","Cyperaceae",,,"EN","Endangered"
"Frankenia drummondii","http://id.biodiversity.org.au/node/apni/2886911","Frankenia drummondii","Frankeniaceae",,,"P3","Priority 3: Poorly-known species"
"Austrostipa sp. Ravensthorpe Range (A. Markey & J. Allen 6261)","ALA_Austrostipa_sp_Ravensthorpe_Range_A_Markey_J_Allen_6261","Austrostipa sp. Ravensthorpe Range (A. Markey & J. Allen 6261)",,,,"P1","Priority 1: Poorly-known species"
"Bunderia misophaga","urn:lsid:biodiversity.org.au:afd.taxon:ae4a3911-935a-4201-84a9-6f5867736bd2","Bunderia misophaga","Epacteriscidae",,"a copepod","CR","Critically endangered"
"Philotheca deserti subsp. brevifolia","http://id.biodiversity.org.au/node/apni/2908383","Philotheca deserti subsp. brevifolia","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Bogidomma australis","urn:lsid:biodiversity.org.au:afd.taxon:6ca16e9e-a7b8-47f1-a5ae-607c49601165","Bogidomma australis","Bogidiellidae",,"Barrow Island bogidomma amphipod","VU","Vulnerable"
"Acacia horridula","http://id.biodiversity.org.au/node/apni/2907999","Acacia horridula","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Mesembriomys macrurus","urn:lsid:biodiversity.org.au:afd.taxon:8884b130-b6cb-4b2e-87ed-98367734f02d","Mesembriomys macrurus","Muridae",,"golden-backed tree-rat","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Leucopogon nitidus","http://id.biodiversity.org.au/node/apni/2910741","Leucopogon nitidus","Ericaceae",,,"EN","Endangered"
"Pristis clavata","urn:lsid:biodiversity.org.au:afd.taxon:ff66381a-e641-437a-bd54-dcea9ee41a63","Pristis clavata","Pristidae",,"dwarf sawfish","P1","Priority 1: Poorly-known species"
"Grevillea minutiflora","http://id.biodiversity.org.au/node/apni/2914902","Grevillea minutiflora","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Dicrastylis obovata","http://id.biodiversity.org.au/node/apni/2910358","Dicrastylis obovata","Lamiaceae",,,"P2","Priority 2: Poorly-known species"
"Westraltrachia subtila","urn:lsid:biodiversity.org.au:afd.taxon:17e1d550-b8f3-426e-bc03-74c73b7c3a69","Westraltrachia subtila","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Phascogale tapoatafa kimberleyensis","urn:lsid:biodiversity.org.au:afd.taxon:3b9af976-60c7-4c94-aca9-ca53fe497b4d","Phascogale tapoatafa kimberleyensis","Dasyuridae",,"Kimberley brush-tailed phascogale","VU","Vulnerable"
"Conostephium magnum","http://id.biodiversity.org.au/node/apni/2905690","Conostephium magnum","Ericaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Scholtzia sp. Binnu (M.E. Trudgen 2218)","http://id.biodiversity.org.au/node/apni/2907219","Scholtzia sp. Binnu (M.E.Trudgen 2218)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Schoenus capillifolius","http://id.biodiversity.org.au/node/apni/2889691","Schoenus capillifolius","Cyperaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon sp. Bindoon (F. Hort 2766)","http://id.biodiversity.org.au/node/apni/2893092","Leucopogon sp. Bindoon (F.Hort 2766)","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Lerista robusta","urn:lsid:biodiversity.org.au:afd.taxon:8ff7e5e0-8344-4a6d-8e39-23576a5fc722","Lerista robusta","Scincidae",,"a skink","P1","Priority 1: Poorly-known species"
"Rhamphicarpa australiensis","http://id.biodiversity.org.au/node/apni/2913344","Rhamphicarpa australiensis","Linderniaceae",,,"P3","Priority 3: Poorly-known species"
"Macronectes giganteus","urn:lsid:biodiversity.org.au:afd.taxon:df81ddc9-3b5e-43d1-b132-a16e58f142e5","Macronectes giganteus","Procellariidae",,"southern giant petrel","IA","Migratory birds protected under international agreement"
"Sterna anaethetus (Onychoprion anaethetus)","urn:lsid:biodiversity.org.au:afd.taxon:b7a15066-a450-48e2-b243-240d26d0f133","Onychoprion anaethetus anaethetus","Laridae",,"bridled tern","IA","Migratory birds protected under international agreement"
"Eriachne imbricata","http://id.biodiversity.org.au/node/apni/2898433","Eriachne imbricata","Poaceae",,,"P2","Priority 2: Poorly-known species"
"Sphenotoma sp. Stirling Range (P.G. Wilson 4235)","http://id.biodiversity.org.au/node/apni/2912687","Sphenotoma sp. Stirling Range (P.G.Wilson 4235)","Ericaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Verticordia dasystylis subsp. kalbarriensis","http://id.biodiversity.org.au/node/apni/2891435","Verticordia dasystylis subsp. kalbarriensis","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Pileanthus aurantiacus","http://id.biodiversity.org.au/node/apni/2896750","Pileanthus aurantiacus","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Balaenoptera musculus","urn:lsid:biodiversity.org.au:afd.taxon:04788e73-25e2-472f-ad5e-65d7d93231dc","Balaenoptera musculus","Balaenopteridae",,"blue whale","EN","Endangered"
"Conostylis misera","http://id.biodiversity.org.au/node/apni/2908803","Conostylis misera","Haemodoraceae",,,"VU","Vulnerable"
"Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070)","ALA_Leucopogon_sp_Ironcaps_N_Gibson_K_Brown_3070","Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070)",,,,"P3","Priority 3: Poorly-known species"
"Eucalyptus absita","http://id.biodiversity.org.au/node/apni/2888425","Eucalyptus absita","Myrtaceae",,,"CR","Critically endangered"
"Xanthoparmelia louisii","http://id.biodiversity.org.au/name/apni/121817","Xanthoparmelia louisii",,,,"P2","Priority 2: Poorly-known species"
"Isopogon panduratus subsp. palustris","http://id.biodiversity.org.au/node/apni/2899451","Isopogon panduratus subsp. palustris","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Fitzwillia axilliflora","http://id.biodiversity.org.au/node/apni/2904155","Fitzwillia axilliflora","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Hakea brachyptera","http://id.biodiversity.org.au/node/apni/2891400","Hakea brachyptera","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea erectiloba","http://id.biodiversity.org.au/node/apni/2912083","Grevillea erectiloba","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Synaphea stenoloba","http://id.biodiversity.org.au/node/apni/2914226","Synaphea stenoloba","Proteaceae",,,"CR","Critically endangered"
"Baeckea sp. Paynes Find (S. Patrick 1095)","ALA_Baeckea_sp_Paynes_Find_S_Patrick_1095","Baeckea sp. Paynes Find (S. Patrick 1095)",,,,"P1","Priority 1: Poorly-known species"
"Pseudohydryphantes doegi","urn:lsid:biodiversity.org.au:afd.taxon:3905a25d-6ff2-4877-8194-a827801a8f15","Pseudohydryphantes doegi","Hydryphantidae",,"Doeg's Watermite","P2","Priority 2: Poorly-known species"
"Westraltrachia turbinata","urn:lsid:biodiversity.org.au:afd.taxon:1348ba3c-72c7-4700-aef8-a353d5c919b0","Westraltrachia turbinata","Camaenidae",,"a camaenid land snail","VU","Vulnerable"
"Leucopogon navicularis","http://id.biodiversity.org.au/node/apni/2907769","Leucopogon navicularis","Ericaceae",,,"P1","Priority 1: Poorly-known species"
"Thryptomene sp. Londonderry (R.H. Kuchel 1763)","http://id.biodiversity.org.au/node/apni/2910229","Thryptomene sp. Londonderry (R.H.Kuchel 1763)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon acicularis","http://id.biodiversity.org.au/node/apni/2916997","Leucopogon acicularis","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Acacia wilcoxii","http://id.biodiversity.org.au/node/apni/2915034","Acacia wilcoxii","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Trichosanthes pilosa","http://id.biodiversity.org.au/node/apni/2891335","Trichosanthes pilosa","Cucurbitaceae",,,"P1","Priority 1: Poorly-known species"
"Lepidosperma sp. Blue Hills (A. Markey & S. Dillon 3468)","ALA_Lepidosperma_sp_Blue_Hills_A_Markey_S_Dillon_3468","Lepidosperma sp. Blue Hills (A. Markey & S. Dillon 3468)",,,,"P1","Priority 1: Poorly-known species"
"Thysanotus unicupensis","http://id.biodiversity.org.au/node/apni/2888090","Thysanotus unicupensis","Asparagaceae",,,"P3","Priority 3: Poorly-known species"
"Galaxiella nigrostriata","urn:lsid:biodiversity.org.au:afd.taxon:0337967c-90b3-4106-b211-b29f5ca7a9b7","Galaxiella nigrostriata","Galaxiidae",,"black-stripe minnow, black-striped dwarf galaxias","EN","Endangered"
"Acacia leptoneura","http://id.biodiversity.org.au/node/apni/2909543","Acacia leptoneura","Fabaceae",,,"CR","Critically endangered"
"Acacia adjutrices","http://id.biodiversity.org.au/name/apni/248017","Acacia adjutrices",,,,"P3","Priority 3: Poorly-known species"
"Stylidium perplexum","http://id.biodiversity.org.au/node/apni/2909668","Stylidium perplexum","Stylidiaceae",,,"P1","Priority 1: Poorly-known species"
"Adenanthos x cunninghamii","http://id.biodiversity.org.au/node/apni/2917812","Adenanthos x cunninghamii","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eriachne sp. Mitchell Plateau (M.D. Barrett & R.L. Barrett MDB 1517)","ALA_Eriachne_sp_Mitchell_Plateau_M_D_Barrett_R_L_Barrett_MDB_1517","Eriachne sp. Mitchell Plateau (M.D. Barrett & R.L. Barrett MDB 1517)",,,,"P1","Priority 1: Poorly-known species"
"Sphagnum novozelandicum","http://id.biodiversity.org.au/node/ausmoss/10113860","Sphagnum novozelandicum","Sphagnaceae",,,"P2","Priority 2: Poorly-known species"
"Eremophila perglandulosa","http://id.biodiversity.org.au/node/apni/2896131","Eremophila perglandulosa","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Ornduffia calthifolia","http://id.biodiversity.org.au/node/apni/2887358","Ornduffia calthifolia","Menyanthaceae",,,"EN","Endangered"
"Drummondita fulva","http://id.biodiversity.org.au/node/apni/2914101","Drummondita fulva","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Hibbertia propinqua","http://id.biodiversity.org.au/node/apni/2915637","Hibbertia propinqua","Dilleniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Angianthus micropodioides","http://id.biodiversity.org.au/node/apni/2907696","Angianthus micropodioides","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Ipomoea johnsoniana","http://id.biodiversity.org.au/name/apni/8245845","Ipomoea johnsoniana",,,,"P1","Priority 1: Poorly-known species"
"Lachnagrostis nesomytica subsp. paralia","http://id.biodiversity.org.au/node/apni/2915155","Lachnagrostis nesomytica subsp. paralia","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Diporiphora convergens","urn:lsid:biodiversity.org.au:afd.taxon:c4b0ca44-8149-4aa0-b98a-9fa2a4cf1ada","Diporiphora convergens","Agamidae",,"Crystal Creek two-line dragon","P2","Priority 2: Poorly-known species"
"Lepidium drummondii","http://id.biodiversity.org.au/node/apni/2898790","Lepidium drummondii","Brassicaceae",,,"EX","Presumed extinct"
"Acacia chapmanii subsp. chapmanii","http://id.biodiversity.org.au/node/apni/2887942","Acacia chapmanii subsp. chapmanii","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Tephrosia sp. Mistake Creek (A.C. Beauglehole 54424)","http://id.biodiversity.org.au/node/apni/2889287","Tephrosia sp. Mistake Creek (A.C.Beauglehole 54424)","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Gastrolobium whicherense","http://id.biodiversity.org.au/node/apni/7229021","Gastrolobium whicherense","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Nannatherina balstoni","urn:lsid:biodiversity.org.au:afd.taxon:648dd1b0-f3ea-4246-b072-0fa2fa545317","Nannatherina balstoni","Percichthyidae",,"Balston's pygmy perch","VU","Vulnerable"
"Lasiopetalum bracteatum","http://id.biodiversity.org.au/node/apni/2897295","Lasiopetalum bracteatum","Malvaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tribulus adelacanthus","http://id.biodiversity.org.au/node/apni/2916738","Tribulus adelacanthus","Zygophyllaceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia endlicheriana var. angustifolia","http://id.biodiversity.org.au/node/apni/2895743","Verticordia endlicheriana var. angustifolia","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Rhagodia sp. Hamersley (M. Trudgen 17794)","http://id.biodiversity.org.au/node/apni/2898971","Rhagodia sp. Hamersley (M.Trudgen 17794)","Chenopodiaceae",,,"P3","Priority 3: Poorly-known species"
"Sterna albifrons (Sternula albifrons)","urn:lsid:biodiversity.org.au:afd.taxon:3f0c9473-1850-45b9-84f0-4b5a6c30c071","Sternula albifrons","Laridae",,"little tern","IA","Migratory birds protected under international agreement"
"Verticordia wonganensis","http://id.biodiversity.org.au/node/apni/2917959","Verticordia wonganensis","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Gnephosis multiflora","http://id.biodiversity.org.au/node/apni/2887542","Gnephosis multiflora","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Scholtzia sp. Ross Graham Lookout (S. Maley 6)","http://id.biodiversity.org.au/node/apni/2903373","Scholtzia sp. Ross Graham Lookout (S.Maley 6)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Psophodes nigrogularis nigrogularis","urn:lsid:biodiversity.org.au:afd.taxon:bdf15b3c-bd81-4a7f-a872-3f2d0184a25e","Psophodes (Phodopses) nigrogularis nigrogularis","Psophodidae",,"western whipbird (western heath)","EN","Endangered"
"Sula sula","urn:lsid:biodiversity.org.au:afd.taxon:4b1b1778-178c-4d33-a2db-1126146f475a","Sula sula","Sulidae",,"red-footed booby","IA","Migratory birds protected under international agreement"
"Tetratheca phoenix","http://id.biodiversity.org.au/node/apni/2906449","Tetratheca phoenix","Elaeocarpaceae",,,"P2","Priority 2: Poorly-known species"
"Goodenia integerrima","http://id.biodiversity.org.au/node/apni/2901142","Goodenia integerrima","Goodeniaceae",,,"EN","Endangered"
"Goodenia psammophila subsp. psammophila","http://id.biodiversity.org.au/node/apni/2907977","Goodenia psammophila subsp. psammophila","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus johnsoniana","http://id.biodiversity.org.au/node/apni/2887734","Eucalyptus johnsoniana","Myrtaceae",,,"VU","Vulnerable"
"Eucalyptus brevistylis","http://id.biodiversity.org.au/node/apni/2896988","Eucalyptus brevistylis","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Fibulacamptus bisetosus","urn:lsid:biodiversity.org.au:afd.taxon:0ced8338-3a17-4162-b252-3d8ce1351eb4","Fibulacamptus bisetosus","Canthocamptidae",,"a copepod","P2","Priority 2: Poorly-known species"
"Bettongia lesueur lesueur","urn:lsid:biodiversity.org.au:afd.taxon:cb7c121a-6b8a-47d2-8df7-0c6156b20605","Bettongia lesueur lesueur","Potoroidae",,"boodie (Shark Bay), Shark Bay burrowing bettong","CD","Conservation dependant"
"Leioproctus bilobatus","urn:lsid:biodiversity.org.au:afd.taxon:790d08c6-ed0f-466c-a9d6-6a44d789b366","Glossurocolletes bilobatus","Colletidae",,"a bee","P2","Priority 2: Poorly-known species"
"Baeckea sp. Blue Haze Mine (P. Armstrong 06/910)","http://id.biodiversity.org.au/node/apni/2895067","Baeckea sp. Blue Haze Mine (P.Armstrong 06/910)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea dryandroides subsp. dryandroides","http://id.biodiversity.org.au/node/apni/2886743","Grevillea dryandroides subsp. dryandroides","Proteaceae",,,"CR","Critically endangered"
"Boronia oxyantha var. oxyantha","http://id.biodiversity.org.au/node/apni/2900619","Boronia oxyantha var. oxyantha","Rutaceae",,,"P2","Priority 2: Poorly-known species"
"Thalassarche melanophris","urn:lsid:biodiversity.org.au:afd.taxon:ae16757e-51b5-44e0-bce3-2c23430ac9c5","Thalassarche melanophris","Diomedeidae",,"black-browed albatross","EN & IA","Endangered and Migratory birds protected under international agreement"
"Grevillea christineae","http://id.biodiversity.org.au/node/apni/2897474","Grevillea christineae","Proteaceae",,,"EN","Endangered"
"Polytelis alexandrae","urn:lsid:biodiversity.org.au:afd.taxon:1ad0bddc-f761-45fb-ba4b-3a69d3e4bce9","Polytelis alexandrae","Psittacidae",,"Princess Parrot","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea althoferorum subsp. althoferorum","http://id.biodiversity.org.au/node/apni/2894878","Grevillea althoferorum subsp. althoferorum","Proteaceae",,,"CR","Critically endangered"
"Lepidium xylodes","http://id.biodiversity.org.au/node/apni/2909455","Lepidium xylodes","Brassicaceae",,,"P1","Priority 1: Poorly-known species"
"Cynanchum christineae","http://id.biodiversity.org.au/node/apni/2910664","Cynanchum christineae","Apocynaceae",,,"P1","Priority 1: Poorly-known species"
"Verticordia roei subsp. meiogona","http://id.biodiversity.org.au/node/apni/2906718","Verticordia roei subsp. meiogona","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Thalassarche impavida","urn:lsid:biodiversity.org.au:afd.taxon:2e38b9c5-c643-4985-ac21-a2cf6f01f0ba","Thalassarche impavida","Diomedeidae",,"Campbell albatross","VU & IA","Vulnerable and Migratory birds protected under international agreement"
"Hydrocotyle sp. Truslove (M.A. Burgman 4419)","http://id.biodiversity.org.au/node/apni/6925621","Hydrocotyle sp. Truslove (M.A.Burgman 4419)","Araliaceae",,,"P1","Priority 1: Poorly-known species"
"Craterocephalus lentiginosus","urn:lsid:biodiversity.org.au:afd.taxon:dcdc5f6e-1fba-43db-9a36-3f8951678a79","Craterocephalus lentiginosus","Atherinidae",,"Prince Regent hardyhead","P2","Priority 2: Poorly-known species"
"Solanum sp. Bachsten Creek (R.L. Barrett & M.D. Barrett RLB 3813)","http://id.biodiversity.org.au/node/apni/7978608","Solanum sp. Bachsten Creek (R.L.Barrett & M.D.Barrett RLB 3813)","Solanaceae",,,"P2","Priority 2: Poorly-known species"
"Eremophila brevifolia","http://id.biodiversity.org.au/node/apni/2908375","Eremophila brevifolia","Scrophulariaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus x bennettiae","http://id.biodiversity.org.au/instance/apni/643751","Eucalyptus x bennettiae","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Melaleuca similis","http://id.biodiversity.org.au/node/apni/2889284","Melaleuca similis","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Melaleuca eximia","http://id.biodiversity.org.au/node/apni/2919476","Melaleuca eximia","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus rudis subsp. cratyantha","http://id.biodiversity.org.au/node/apni/2886260","Eucalyptus rudis subsp. cratyantha","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Dasymalla chorisepala","http://id.biodiversity.org.au/node/apni/2912528","Dasymalla chorisepala","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus dolorosa","http://id.biodiversity.org.au/node/apni/2890457","Eucalyptus dolorosa","Myrtaceae",,,"CR","Critically endangered"
"Liparophyllum congestiflorum","http://id.biodiversity.org.au/node/apni/2897076","Liparophyllum congestiflorum","Menyanthaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lepidobolus densus","http://id.biodiversity.org.au/node/apni/2919286","Lepidobolus densus","Restionaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Glochidion apodogynum","http://id.biodiversity.org.au/node/apni/2908910","Glochidion apodogynum","Phyllanthaceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia densiflora var. roseostella","http://id.biodiversity.org.au/node/apni/2888814","Verticordia densiflora var. roseostella","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Calothamnus roseus","http://id.biodiversity.org.au/node/apni/2896179","Calothamnus roseus","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus burdettiana","http://id.biodiversity.org.au/node/apni/2890002","Eucalyptus burdettiana","Myrtaceae",,,"VU","Vulnerable"
"Lepidium puberulum","http://id.biodiversity.org.au/node/apni/2890052","Lepidium puberulum","Brassicaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Christinus sp. 'Cape Le Grand'",,,,,,"P2","Priority 2: Poorly-known species"
"Verticordia galeata","http://id.biodiversity.org.au/node/apni/2908828","Verticordia galeata","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Stylidium amabile","http://id.biodiversity.org.au/node/apni/2908195","Stylidium amabile","Stylidiaceae",,,"CR","Critically endangered"
"Indohya damocles","urn:lsid:biodiversity.org.au:afd.taxon:163b772d-01d8-417b-9dae-17d59e2a28d2","Indohya damocles","Hyidae",,"Cameron's Cave pseudoscorpion","CR","Critically endangered"
"Acacia gelasina","http://id.biodiversity.org.au/node/apni/2912432","Acacia gelasina","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Sauropus arenosus","http://id.biodiversity.org.au/node/apni/2892760","Sauropus arenosus","Phyllanthaceae",,,"P3","Priority 3: Poorly-known species"
"Calidris canutus rogersi","urn:lsid:biodiversity.org.au:afd.taxon:3f35fc3c-46bf-4a6f-a0f4-5864c89b8c4a","Calidris (Calidris) canutus rogersi","Scolopacidae",,"red knot (north-eastern Siberia)","VU (& IA at sp. level)","Vulnerable, Migratory birds protected under international agreement at species level"
"Sula leucogaster","urn:lsid:biodiversity.org.au:afd.taxon:f3bbc1d2-b3a3-47d4-812b-6e6ad102b639","Sula leucogaster","Sulidae",,"brown booby","IA","Migratory birds protected under international agreement"
"Acacia pharangites","http://id.biodiversity.org.au/node/apni/2918682","Acacia pharangites","Fabaceae",,,"CR","Critically endangered"
"Geijera salicifolia","http://id.biodiversity.org.au/node/apni/2901807","Geijera salicifolia","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Cryptandra sp. Cowcowing (Wittwer W 1210)","http://id.biodiversity.org.au/name/apni/8935006","Cryptandra sp. Cowcowing (Wittwer W 1210)",,,,"P3","Priority 3: Poorly-known species"
"Hopkinsia adscendens","http://id.biodiversity.org.au/node/apni/2907203","Hopkinsia adscendens","Restionaceae",,,"P3","Priority 3: Poorly-known species"
"Baeckea sp. Mt Gibbs (G.F. Craig 7031)","http://id.biodiversity.org.au/node/apni/2895204","Baeckea sp. Mt Gibbs (G.F.Craig 7031)","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus rhomboidea","http://id.biodiversity.org.au/node/apni/2916978","Eucalyptus rhomboidea","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Goodenia heatheriana","http://id.biodiversity.org.au/node/apni/2896408","Goodenia heatheriana","Goodeniaceae",,,"P1","Priority 1: Poorly-known species"
"Olearia arguta var. lanata","http://id.biodiversity.org.au/node/apni/2907215","Olearia arguta var. lanata","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea bronwenae","http://id.biodiversity.org.au/node/apni/2919520","Grevillea bronwenae","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Eubalaena australis","urn:lsid:biodiversity.org.au:afd.taxon:99e19958-7c6e-4f22-ad50-44027af1e418","Eubalaena australis","Balaenidae",,"southern right whale","VU","Vulnerable"
"Hibiscus stewartii","http://id.biodiversity.org.au/node/apni/2893404","Hibiscus stewartii","Malvaceae",,,"P3","Priority 3: Poorly-known species"
