"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Pavonia calycina","http://id.biodiversity.org.au/node/apni/2899729","Pavonia calycina","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Euphorbia sarcostemmoides","http://id.biodiversity.org.au/node/apni/2916922","Euphorbia sarcostemmoides","Euphorbiaceae",,,"P1","Priority 1: Poorly-known species"
"Lambertia echinata subsp. occidentalis","http://id.biodiversity.org.au/node/apni/2891460","Lambertia echinata subsp. occidentalis","Proteaceae",,,"CR","Critically endangered"
"Calotis latiuscula","http://id.biodiversity.org.au/node/apni/2902389","Calotis latiuscula","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Utricularia sp. Theda (M.D. Barrett MDB 2056)","ALA_Utricularia_sp_Theda_M_D_Barrett_MDB_2056","Utricularia sp. Theda (M.D. Barrett MDB 2056)",,,,"P1","Priority 1: Poorly-known species"
"Banksia acanthopoda","http://id.biodiversity.org.au/node/apni/2912141","Banksia acanthopoda","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Ornduffia submersa","http://id.biodiversity.org.au/node/apni/2910308","Ornduffia submersa","Menyanthaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Brachychiton xanthophyllus","http://id.biodiversity.org.au/node/apni/2889621","Brachychiton xanthophyllus","Malvaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Diplodactylus capensis","urn:lsid:biodiversity.org.au:afd.taxon:6c508213-73da-45a8-9bfb-e282ebe0e73d","Diplodactylus capensis","Diplodactylidae",,"Cape Range stone gecko","P2","Priority 2: Poorly-known species"
"Eremophila glabra subsp. York (P.G. Wilson 12172 B)",,,,,,"P1","Priority 1: Poorly-known species"
"Baeckea sp. Bulla Bulling (D.J.E. Whibley 4648)","http://id.biodiversity.org.au/node/apni/2887205","Baeckea sp. Bulla Bulling (D.J.E.Whibley 4648)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Scaevola sp. Hamersley Range basalts (S. van Leeuwen 3675)","http://id.biodiversity.org.au/node/apni/2907261","Scaevola sp. Hamersley Range basalts (S. van Leeuwen 3675)","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Lasiopetalum fitzgibbonii","http://id.biodiversity.org.au/node/apni/2887588","Lasiopetalum fitzgibbonii","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Gossypium enthyle","http://id.biodiversity.org.au/node/apni/2915419","Gossypium enthyle","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Physopsis chrysophylla","http://id.biodiversity.org.au/node/apni/2916059","Physopsis chrysophylla","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Eleocharis ochrostachys","http://id.biodiversity.org.au/node/apni/2917336","Eleocharis ochrostachys","Cyperaceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea phillipsiana","http://id.biodiversity.org.au/node/apni/2904579","Grevillea phillipsiana","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Brachychiton obtusilobus","http://id.biodiversity.org.au/node/apni/2910435","Brachychiton obtusilobus","Malvaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Grevillea uniformis","http://id.biodiversity.org.au/node/apni/7818949","Grevillea uniformis","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Arthrostylis aphylla","http://id.biodiversity.org.au/node/apni/2917195","Arthrostylis aphylla","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Verticordia setacea","http://id.biodiversity.org.au/node/apni/2918191","Verticordia setacea","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Pilbara trudgenii","http://id.biodiversity.org.au/node/apni/7056142","Pilbara trudgenii","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Decaisnina biangulata","http://id.biodiversity.org.au/node/apni/2913309","Decaisnina biangulata","Loranthaceae",,,"P3","Priority 3: Poorly-known species"
"Apatophyllum macgillivrayi","http://id.biodiversity.org.au/node/apni/2916261","Apatophyllum macgillivrayi","Celastraceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus fraseri subsp. melanobasis","http://id.biodiversity.org.au/node/apni/2918250","Eucalyptus fraseri subsp. melanobasis","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Rumicastrum chamaecladum","http://id.biodiversity.org.au/node/apni/2894662","Rumicastrum chamaecladum","Portulacaceae",,,"P2","Priority 2: Poorly-known species"
"Caustis sp. Boyanup (G.S. McCutcheon 1706)","http://id.biodiversity.org.au/node/apni/2896498","Caustis sp. Boyanup (G.S.McCutcheon 1706)","Cyperaceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea biformis subsp. cymbiformis","http://id.biodiversity.org.au/node/apni/2911943","Grevillea biformis subsp. cymbiformis","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Scaevola paludosa","http://id.biodiversity.org.au/node/apni/2911324","Scaevola paludosa","Goodeniaceae",,,"P2","Priority 2: Poorly-known species"
"Thryptomene velutina","http://id.biodiversity.org.au/name/apni/249463","Thryptomene velutina",,,,"P2","Priority 2: Poorly-known species"
"Eremophila occidens","http://id.biodiversity.org.au/node/apni/2892778","Eremophila occidens","Scrophulariaceae",,,"P2","Priority 2: Poorly-known species"
"Iseilema trichopus","http://id.biodiversity.org.au/node/apni/2906587","Iseilema trichopus","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Goodenia phillipsiae","http://id.biodiversity.org.au/node/apni/2890929","Goodenia phillipsiae","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Philotheca citrina","http://id.biodiversity.org.au/node/apni/2904559","Philotheca citrina","Rutaceae",,,"P1","Priority 1: Poorly-known species"
"Gastrolobium effusum","http://id.biodiversity.org.au/node/apni/2890497","Gastrolobium effusum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Torresitrachia thedana","urn:lsid:biodiversity.org.au:afd.taxon:5e8741aa-1f7e-4e69-8163-f40e27d9d0f5","Torresitrachia thedana","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Stylidium sp. Glabrous inflorescence (R. Davis 7917)","http://id.biodiversity.org.au/node/apni/2918022","Stylidium sp. Glabrous inflorescence (R. Davis 7917)","Stylidiaceae",,,"P1","Priority 1: Poorly-known species"
"Adenanthos x pamela","http://id.biodiversity.org.au/node/apni/2889476","Adenanthos x pamela","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Nedsia chevronia","urn:lsid:biodiversity.org.au:afd.taxon:6540975b-d4c0-4171-b13e-dc1662cae496","Nedsia chevronia","Eriopisidae",,"a freshwater amphipod","P2","Priority 2: Poorly-known species"
"Eucalyptus dolichorhyncha","http://id.biodiversity.org.au/node/apni/2916324","Eucalyptus dolichorhyncha","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Pityrodia viscida","http://id.biodiversity.org.au/node/apni/2904640","Pityrodia viscida","Lamiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Korthalsella leucothrix","http://id.biodiversity.org.au/node/apni/2910933","Korthalsella leucothrix","Santalaceae",,,"P3","Priority 3: Poorly-known species"
"Senecio gilbertii","http://id.biodiversity.org.au/node/apni/2901626","Senecio gilbertii","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Myriophyllum sp. Harding Range (M.D. Barrett & R.L. Barrett MDB 1825)","ALA_Myriophyllum_sp_Harding_Range_M_D_Barrett_R_L_Barrett_MDB_1825","Myriophyllum sp. Harding Range (M.D. Barrett & R.L. Barrett MDB 1825)",,,,"P3","Priority 3: Poorly-known species"
"Pterostylis elegantissima","http://id.biodiversity.org.au/name/apni/139251","Pterostylis elegantissima",,,,"P1","Priority 1: Poorly-known species"
"Daviesia lineata","http://id.biodiversity.org.au/node/apni/2890130","Daviesia lineata","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Daviesia debilior subsp. debilior","http://id.biodiversity.org.au/node/apni/2917110","Daviesia debilior subsp. debilior","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Eremophila forrestii subsp. capensis","http://id.biodiversity.org.au/node/apni/2901269","Eremophila forrestii subsp. capensis","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Grammosolen sp. Mt Ridley (W.R. Archer 1210911)","http://id.biodiversity.org.au/node/apni/2890092","Grammosolen sp. Mt Ridley (W.R.Archer 1210911)","Solanaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia isoneura subsp. isoneura","http://id.biodiversity.org.au/node/apni/2908674","Acacia isoneura subsp. isoneura","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Leptocarpus crassipes","http://id.biodiversity.org.au/node/apni/2904188","Meeboldina crassipes","Restionaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila buirchellii","http://id.biodiversity.org.au/name/apni/6963744","Eremophila buirchellii",,,,"P2","Priority 2: Poorly-known species"
"Walteranthus erectus","http://id.biodiversity.org.au/node/apni/2891258","Walteranthus erectus","Gyrostemonaceae",,,"P2","Priority 2: Poorly-known species"
"Thalassarche chrysostoma","urn:lsid:biodiversity.org.au:afd.taxon:698dc9a8-6348-4436-9c9a-73f81b65b92f","Thalassarche chrysostoma","Diomedeidae",,"grey-headed albatross","VU & IA","Vulnerable and Migratory birds protected under international agreement"
"Brachysola halganiacea","http://id.biodiversity.org.au/node/apni/2914567","Brachysola halganiacea","Lamiaceae",,,"P2","Priority 2: Poorly-known species"
"Leucopogon elegans subsp. psorophyllus","http://id.biodiversity.org.au/node/apni/2915818","Leucopogon elegans subsp. psorophyllus","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Desmocladus biformis","http://id.biodiversity.org.au/node/apni/2916694","Desmocladus biformis","Restionaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium glandulosum","http://id.biodiversity.org.au/node/apni/2891516","Stylidium glandulosum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Pultenaea wudjariensis","http://id.biodiversity.org.au/node/apni/2909163","Pultenaea wudjariensis","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Baeckea sp. Morawa (M.A. Langley MAL4177)","http://id.biodiversity.org.au/node/apni/2907182","Baeckea sp. Morawa (M.A.Langley MAL4177)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Notoscincus butleri","urn:lsid:biodiversity.org.au:afd.taxon:741a53b0-c258-45aa-bfcf-55b7138fddbd","Notoscincus butleri","Scincidae",,"lined soil-crevice skink","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tecticornia sp. Chinocup (K.A. Shepherd KS 1191)","http://id.biodiversity.org.au/node/apni/2919865","Tecticornia sp. Chinocup (K.A.Shepherd KS 1191)","Chenopodiaceae",,,"P2","Priority 2: Poorly-known species"
"Kennedia glabrata","http://id.biodiversity.org.au/node/apni/2890137","Kennedia glabrata","Fabaceae",,,"VU","Vulnerable"
"Leucopogon corymbiformis","http://id.biodiversity.org.au/name/apni/247014","Leucopogon corymbiformis",,,,"P2","Priority 2: Poorly-known species"
"Synaphea boyaginensis","http://id.biodiversity.org.au/node/apni/2918973","Synaphea boyaginensis","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Heliotropium cupressinum","http://id.biodiversity.org.au/node/apni/2892851","Heliotropium cupressinum","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Allocasuarina fibrosa","http://id.biodiversity.org.au/node/apni/2895947","Allocasuarina fibrosa","Casuarinaceae",,,"VU","Vulnerable"
"Fimbristylis pilifera","http://id.biodiversity.org.au/node/apni/2920413","Fimbristylis pilifera","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Ctenotus delli","urn:lsid:biodiversity.org.au:afd.taxon:d2dbad0c-b135-403c-8f3f-5394683ab5c3","Ctenotus delli","Scincidae",,"Dell's skink","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Beyeria apiculata","http://id.biodiversity.org.au/node/apni/2915970","Beyeria apiculata","Euphorbiaceae",,,"P1","Priority 1: Poorly-known species"
"Ipomoea tolmerana subsp. occidentalis","http://id.biodiversity.org.au/node/apni/7107908","Ipomoea tolmerana subsp. occidentalis","Convolvulaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon sp. ciliate Eneabba (F. Obbens & C. Godden s.n. 3/7/2003)","ALA_Leucopogon_sp_ciliate_Eneabba_F_Obbens_C_Godden_s_n_3_7_2003","Leucopogon sp. ciliate Eneabba (F. Obbens & C. Godden s.n. 3/7/2003)",,,,"VU","Vulnerable"
"Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381)","http://id.biodiversity.org.au/node/apni/2886175","Lasiopetalum sp. Mount Caroline (S.D.Hopper SDH 6381)","Malvaceae",,,"P2","Priority 2: Poorly-known species"
"Scleria sp. B Kimberley Flora (C.R. Dunlop 5409)","http://id.biodiversity.org.au/node/apni/2901717","Scleria sp. B Kimberley Flora (C.R.Dunlop 5409)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Juncus meianthus","http://id.biodiversity.org.au/node/apni/2911467","Juncus meianthus","Juncaceae",,,"P2","Priority 2: Poorly-known species"
"Banksia rosserae","http://id.biodiversity.org.au/node/apni/2914643","Banksia rosserae","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Verticordia mitodes","http://id.biodiversity.org.au/node/apni/2916768","Verticordia mitodes","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Lepidosperma gibsonii","http://id.biodiversity.org.au/node/apni/2902657","Lepidosperma gibsonii","Cyperaceae",,,"EN","Endangered"
"Acacia congesta subsp. cliftoniana","http://id.biodiversity.org.au/node/apni/2909505","Acacia congesta subsp. cliftoniana","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Trachymene dusenii","http://id.biodiversity.org.au/node/apni/2916234","Trachymene dusenii","Araliaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia spectrum","http://id.biodiversity.org.au/node/apni/2888974","Acacia spectrum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Goodenia katabudjar","http://id.biodiversity.org.au/node/apni/2896109","Goodenia katabudjar","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Crinum joesmithii","http://id.biodiversity.org.au/name/apni/4906155","Crinum joesmithii",,,,"P3","Priority 3: Poorly-known species"
"Xanthoparmelia fumigata","http://id.biodiversity.org.au/name/apni/161814","Xanthoparmelia fumigata",,,,"P1","Priority 1: Poorly-known species"
"Liopholis pulchra longicauda","urn:lsid:biodiversity.org.au:afd.taxon:9715b3d9-4736-465f-bd43-b0bccd856d5f","Liopholis pulchra longicauda","Scincidae",,"Jurien Bay Skink","VU","Vulnerable"
"Acacia kimberleyensis","http://id.biodiversity.org.au/node/apni/2907365","Acacia kimberleyensis","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Bentleya spinescens","http://id.biodiversity.org.au/node/apni/2899424","Bentleya spinescens","Pittosporaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lerista praefrontalis","urn:lsid:biodiversity.org.au:afd.taxon:b020ce63-61ad-4518-83b4-2a9f3e8a1748","Lerista praefrontalis","Scincidae",,"Buccaneer burrowing skink","VU","Vulnerable"
"Hemiandra gardneri","http://id.biodiversity.org.au/node/apni/2892226","Hemiandra gardneri","Lamiaceae",,,"CR","Critically endangered"
"Acacia auratiflora","http://id.biodiversity.org.au/node/apni/2913715","Acacia auratiflora","Fabaceae",,,"VU","Vulnerable"
"Lysiosepalum aromaticum","http://id.biodiversity.org.au/node/apni/2910448","Lysiosepalum aromaticum","Malvaceae",,,"P2","Priority 2: Poorly-known species"
"Verticordia spicata subsp. squamosa","http://id.biodiversity.org.au/node/apni/2904961","Verticordia spicata subsp. squamosa","Myrtaceae",,,"CR","Critically endangered"
"Anthocercis sylvicola","http://id.biodiversity.org.au/node/apni/2889165","Anthocercis sylvicola","Solanaceae",,,"P3","Priority 3: Poorly-known species"
"Typhonium sp. Theda (M.D. Barrett & R.L. Barrett MDB 1504)","ALA_Typhonium_sp_Theda_M_D_Barrett_R_L_Barrett_MDB_1504","Typhonium sp. Theda (M.D. Barrett & R.L. Barrett MDB 1504)",,,,"P1","Priority 1: Poorly-known species"
"Drummondita longifolia","http://id.biodiversity.org.au/node/apni/2887752","Drummondita longifolia","Rutaceae",,,"VU","Vulnerable"
"Eremophila dendritica","http://id.biodiversity.org.au/node/apni/2894310","Eremophila dendritica","Scrophulariaceae",,,"P2","Priority 2: Poorly-known species"
"Crassula colorata var. miriamiae","http://id.biodiversity.org.au/node/apni/2896744","Crassula colorata var. miriamae","Crassulaceae",,,"P2","Priority 2: Poorly-known species"
"Acacia anastomosa","http://id.biodiversity.org.au/node/apni/2912192","Acacia anastomosa","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Caladenia hopperiana","http://id.biodiversity.org.au/name/apni/3892193","Caladenia hopperiana",,,,"CR","Critically endangered"
"Banksia nivea subsp. Morangup (M. Pieroni 94/2)","ALA_Banksia_nivea_subsp_Morangup_M_Pieroni_94_2","Banksia nivea subsp. Morangup (M. Pieroni 94/2)",,,,"P2","Priority 2: Poorly-known species"
"Banksia scabrella","http://id.biodiversity.org.au/node/apni/2910413","Banksia scabrella","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lepidosperma sp. Hopetoun Road (S. Kern et al. LCH 16552)","http://id.biodiversity.org.au/node/apni/2894008","Lepidosperma sp. Hopetoun Road (S.Kern et al. LCH 16552)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila pinnatifida","http://id.biodiversity.org.au/node/apni/2917660","Eremophila pinnatifida","Scrophulariaceae",,,"CR","Critically endangered"
"Asterolasia grandiflora","http://id.biodiversity.org.au/node/apni/2895765","Asterolasia grandiflora","Rutaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
